Gene Symbol,Description,Category,Uniprot ID,Gifts,GC Id,Relevance score, GeneCards Link
"PGLYRP1","Peptidoglycan Recognition Protein 1","Protein Coding","O75594","46","GC19M092950","2.18012976646423","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PGLYRP1"
"CRISP1","Cysteine Rich Secretory Protein 1","Protein Coding","P54107","41","GC06M094097","2.18005990982056","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CRISP1"
"SLC27A5","Solute Carrier Family 27 Member 5","Protein Coding","Q9Y2P5","45","GC19M058479","2.17398190498352","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC27A5"
"TPCN1","Two Pore Segment Channel 1","Protein Coding","Q9ULQ1","44","GC12P113221","2.17203569412231","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TPCN1"
"SNORD74","Small Nucleolar RNA, C/D Box 74","RNA Gene","","16","GC01M174942","2.16903734207153","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD74"
"USP19","Ubiquitin Specific Peptidase 19","Protein Coding","O94966","47","GC03M053715","2.16736102104187","https://www.genecards.org/cgi-bin/carddisp.pl?gene=USP19"
"SNORD3B-1","Small Nucleolar RNA, C/D Box 3B-1","RNA Gene","","16","GC17P019061","2.16693592071533","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD3B-1"
"ADAD1","Adenosine Deaminase Domain Containing 1","Protein Coding","Q96M93","44","GC04P122378","2.16623997688293","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADAD1"
"UGT2B11","UDP Glucuronosyltransferase Family 2 Member B11","Protein Coding","O75310","45","GC04M069199","2.16581797599792","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UGT2B11"
"PWAR5","Prader Willi/Angelman Region RNA 5","RNA Gene","","21","GC15P156547","2.16266965866089","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PWAR5"
"IGKV2D-29","Immunoglobulin Kappa Variable 2D-29","Protein Coding","A0A075B6S2","17","GC02P093207","2.16003441810608","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGKV2D-29"
"MIR630","MicroRNA 630","RNA Gene","","13","GC15P072587","2.15935683250427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR630"
"ARHGAP33","Rho GTPase Activating Protein 33","Protein Coding","O14559","41","GC19P112945","2.15918588638306","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARHGAP33"
"DMRTC1","DMRT Like Family C1","Protein Coding","Q5HYR2","27","GC0XM072872","2.15857601165771","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DMRTC1"
"MAPT-AS1","MAPT Antisense RNA 1","RNA Gene","","23","GC17M045799","2.15726470947266","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAPT-AS1"
"CHTF18","Chromosome Transmission Fidelity Factor 18","Protein Coding","Q8WVB6","44","GC16P080178","2.15201902389526","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHTF18"
"LOC107988023","PTH Promoter Region","Functional Element","","2","GC11P013495","2.15054774284363","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC107988023"
"RAB35","RAB35, Member RAS Oncogene Family","Protein Coding","Q15286","48","GC12M120096","2.14944267272949","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAB35"
"NKILA","NF-KappaB Interacting LncRNA","RNA Gene","","19","GC20P057711","2.14933204650879","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NKILA"
"RBM38","RNA Binding Motif Protein 38","Protein Coding","Q9H0Z9","43","GC20P057391","2.14858102798462","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RBM38"
"GNG11","G Protein Subunit Gamma 11","Protein Coding","P61952","41","GC07P093921","2.14848804473877","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GNG11"
"MIR3615","MicroRNA 3615","RNA Gene","","20","GC17P113096","2.14722800254822","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR3615"
"FOXN2","Forkhead Box N2","Protein Coding","P32314","42","GC02P048314","2.14616823196411","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOXN2"
"ZFP42","ZFP42 Zinc Finger Protein","Protein Coding","Q96MM3","43","GC04P187995","2.14611482620239","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZFP42"
"TRIM4","Tripartite Motif Containing 4","Protein Coding","Q9C037","36","GC07M099876","2.14289021492004","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRIM4"
"LOC130062945","ATAC-STARR-Seq Lymphoblastoid Silent Region 9707","Functional Element","","7","GC19P118248","2.14206099510193","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130062945"
"HCG18","HLA Complex Group 18","RNA Gene","","18","GC06M093690","2.13983798027039","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HCG18"
"OXER1","Oxoeicosanoid Receptor 1","Protein Coding","Q8TDS5","46","GC02M042762","2.13962507247925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OXER1"
"ABCF3","ATP Binding Cassette Subfamily F Member 3","Protein Coding","Q9NUQ8","41","GC03P184186","2.13854241371155","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABCF3"
"TNFAIP8L2","TNF Alpha Induced Protein 8 Like 2","Protein Coding","Q6P589","37","GC01P151156","2.13825678825378","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNFAIP8L2"
"NMRAL1","NmrA Like Redox Sensor 1","Protein Coding","Q9HBL8","42","GC16M004461","2.13469529151917","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NMRAL1"
"CECR7","Cat Eye Syndrome Chromosome Region, Candidate 7","RNA Gene","","22","GC22P069824","2.13312149047852","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CECR7"
"TSPO2","Translocator Protein 2","Protein Coding","Q5TGU0","35","GC06P041041","2.132493019104","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TSPO2"
"ANKRD39","Ankyrin Repeat Domain 39","Protein Coding","Q53RE8","41","GC02M096836","2.12872934341431","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANKRD39"
"VOPP1","VOPP1 WW Domain Binding Protein","Protein Coding","Q96AW1","38","GC07M055434","2.12720227241516","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VOPP1"
"ZNF554","Zinc Finger Protein 554","Protein Coding","Q86TJ5","36","GC19P111934","2.12667560577393","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF554"
"SNORA8","Small Nucleolar RNA, H/ACA Box 8","RNA Gene","","20","GC11M126055","2.12621712684631","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORA8"
"TREX2","Three Prime Repair Exonuclease 2","Protein Coding","Q9BQ50","40","GC0XM153444","2.12340426445007","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TREX2"
"GIMAP7","GTPase, IMAP Family Member 7","Protein Coding","Q8NHV1","39","GC07P150514","2.12186408042908","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GIMAP7"
"METTL16","Methyltransferase 16, RNA N6-Adenosine","Protein Coding","Q86W50","41","GC17M002405","2.1195957660675","https://www.genecards.org/cgi-bin/carddisp.pl?gene=METTL16"
"LONP2","Lon Peptidase 2, Peroxisomal","Protein Coding","Q86WA8","45","GC16P048244","2.11593532562256","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LONP2"
"CRIPTO3","Cripto, EGF-CFC Family Member 3","Protein Coding","P51864","27","GC0XP110520","2.11400294303894","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CRIPTO3"
"GZMK","Granzyme K","Protein Coding","P49863","41","GC05P055024","2.11398386955261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GZMK"
"GABPB1-AS1","GABPB1 Antisense RNA 1","RNA Gene","","20","GC15P157342","2.10735845565796","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GABPB1-AS1"
"EIF5A2","Eukaryotic Translation Initiation Factor 5A2","Protein Coding","Q9GZV4","42","GC03M170888","2.10586071014404","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EIF5A2"
"FKBP2","FKBP Prolyl Isomerase 2","Protein Coding","P26885","44","GC11P088954","2.10239863395691","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FKBP2"
"MRPL52","Mitochondrial Ribosomal Protein L52","Protein Coding","Q86TS9","37","GC14P022829","2.1021146774292","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRPL52"
"PID1","Phosphotyrosine Interaction Domain Containing 1","Protein Coding","Q7Z2X4","36","GC02M228850","2.10194420814514","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PID1"
"NELL2","Neural EGFL Like 2","Protein Coding","Q99435","48","GC12M044509","2.10081362724304","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NELL2"
"SPATA18","Spermatogenesis Associated 18","Protein Coding","Q8TC71","40","GC04P052051","2.10026836395264","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPATA18"
"ANGPTL7","Angiopoietin Like 7","Protein Coding","O43827","46","GC01P011189","2.08953809738159","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANGPTL7"
"VGLL4","Vestigial Like Family Member 4","Protein Coding","Q14135","41","GC03M012073","2.08574724197388","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VGLL4"
"MICOS10","Mitochondrial Contact Site And Cristae Organizing System Subunit 10","Protein Coding","Q5TGZ0","39","GC01P041124","2.08551979064941","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MICOS10"
"KCND1","Potassium Voltage-Gated Channel Subfamily D Member 1","Protein Coding","Q9NSA2","45","GC0XM048961","2.08527565002441","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCND1"
"CDKN2A-AS1","CDKN2A Antisense RNA 1","RNA Gene","Q9UH64","27","GC09P021967","2.08259963989258","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDKN2A-AS1"
"GINS2","GINS Complex Subunit 2","Protein Coding","Q9Y248","45","GC16M085676","2.08184313774109","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GINS2"
"SLIT1","Slit Guidance Ligand 1","Protein Coding","O75093","52","GC10M096998","2.0818133354187","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLIT1"
"POU6F1","POU Class 6 Homeobox 1","Protein Coding","Q14863","41","GC12M051186","2.07934546470642","https://www.genecards.org/cgi-bin/carddisp.pl?gene=POU6F1"
"NTMT1","N-Terminal Xaa-Pro-Lys N-Methyltransferase 1","Protein Coding","Q9BV86","41","GC09P129608","2.07685494422913","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NTMT1"
"DMRTC1B","DMRT Like Family C1B","Protein Coding","Q5HYR2","27","GC0XP072960","2.07613325119019","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DMRTC1B"
"PSD","Pleckstrin And Sec7 Domain Containing","Protein Coding","A5PKW4","45","GC10M102403","2.07594728469849","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSD"
"MIR3651","MicroRNA 3651","RNA Gene","","15","GC09M092292","2.06828117370605","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR3651"
"CHCHD4","Coiled-Coil-Helix-Coiled-Coil-Helix Domain Containing 4","Protein Coding","Q8N4Q1","44","GC03M026204","2.06642007827759","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHCHD4"
"EFHD2","EF-Hand Domain Family Member D2","Protein Coding","Q96C19","44","GC01P015409","2.06593608856201","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EFHD2"
"FUNDC1","FUN14 Domain Containing 1","Protein Coding","Q8IVP5","43","GC0XM044523","2.06583404541016","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FUNDC1"
"ME3","Malic Enzyme 3","Protein Coding","Q16798","45","GC11M125976","2.06139922142029","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ME3"
"SNORA63","Small Nucleolar RNA, H/ACA Box 63","RNA Gene","","20","GC03P187624","2.05999565124512","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORA63"
"MIR556","MicroRNA 556","RNA Gene","","19","GC01P162342","2.05974721908569","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR556"
"MOGAT2","Monoacylglycerol O-Acyltransferase 2","Protein Coding","Q3SYC2","42","GC11P075717","2.05936741828918","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MOGAT2"
"KLF16","KLF Transcription Factor 16","Protein Coding","Q9BXK1","38","GC19M001852","2.05806064605713","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KLF16"
"FKBP3","FKBP Prolyl Isomerase 3","Protein Coding","Q00688","43","GC14M045115","2.05722737312317","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FKBP3"
"CRIM1","Cysteine Rich Transmembrane BMP Regulator 1","Protein Coding","Q9NZV1","43","GC02P036355","2.05628204345703","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CRIM1"
"NCR1","Natural Cytotoxicity Triggering Receptor 1","Protein Coding","O76036","47","GC19P113702","2.05569577217102","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NCR1"
"AWAT2","Acyl-CoA Wax Alcohol Acyltransferase 2","Protein Coding","Q6E213","37","GC0XM070040","2.05332565307617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AWAT2"
"ITPKB","Inositol-Trisphosphate 3-Kinase B","Protein Coding","P27987","49","GC01M226631","2.05259561538696","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITPKB"
"CCDC169-SOHLH2","CCDC169-SOHLH2 Readthrough","Protein Coding","","26","GC13M036168","2.05214834213257","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCDC169-SOHLH2"
"OMA1","OMA1 Zinc Metallopeptidase","Protein Coding","Q96E52","45","GC01M058415","2.04711127281189","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OMA1"
"LOC126859565","CDK7 Strongly-Dependent Group 2 Enhancer GRCh37_chr6:5368745-5369944","Functional Element","","6","GC06P006609","2.04641675949097","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC126859565"
"NUTF2","Nuclear Transport Factor 2","Protein Coding","P61970","44","GC16P067846","2.04523348808289","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NUTF2"
"MAP3K21","Mitogen-Activated Protein Kinase Kinase Kinase 21","Protein Coding","Q5TCX8","39","GC01P233334","2.04260921478271","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAP3K21"
"HCG27","HLA Complex Group 27","RNA Gene","","22","GC06P031197","2.04126334190369","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HCG27"
"FAIM2","Fas Apoptotic Inhibitory Molecule 2","Protein Coding","Q9BWQ8","41","GC12M049866","2.04102349281311","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAIM2"
"ZG16B","Zymogen Granule Protein 16B","Protein Coding","Q96DA0","44","GC16P080463","2.04001259803772","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZG16B"
"EXOG","Exo/Endonuclease G","Protein Coding","Q9Y2C4","45","GC03P038496","2.03566670417786","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EXOG"
"CRISP2","Cysteine Rich Secretory Protein 2","Protein Coding","P16562","45","GC06M094096","2.03431963920593","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CRISP2"
"MANCR","Mitotically Associated Long Non Coding RNA","RNA Gene","","21","GC10M004577","2.03421664237976","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MANCR"
"NCF4-AS1","NCF4 Antisense RNA 1","RNA Gene","","20","GC22M077087","2.02542781829834","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NCF4-AS1"
"ZNF70","Zinc Finger Protein 70","Protein Coding","Q9UC06","37","GC22M076798","2.02007961273193","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF70"
"CXCL17","C-X-C Motif Chemokine Ligand 17","Protein Coding","Q6UXB2","39","GC19M042428","2.01592087745667","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CXCL17"
"CRIP2","Cysteine Rich Protein 2","Protein Coding","P52943","41","GC14P105472","2.01024293899536","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CRIP2"
"DHRS11","Dehydrogenase/Reductase 11","Protein Coding","Q6UWP2","45","GC17P112055","2.00897479057312","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DHRS11"
"GUCY1B1","Guanylate Cyclase 1 Soluble Subunit Beta 1","Protein Coding","Q02153","49","GC04P155759","2.00871992111206","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GUCY1B1"
"CLEC6A","C-Type Lectin Domain Containing 6A","Protein Coding","Q6EIG7","46","GC12P008455","2.00848150253296","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLEC6A"
"NANOS3","Nanos C2HC-Type Zinc Finger 3","Protein Coding","P60323","44","GC19P013862","2.00822734832764","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NANOS3"
"HSPBP1","HSPA (Hsp70) Binding Protein 1","Protein Coding","Q9NZL4","41","GC19M055262","2.00768160820007","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSPBP1"
"PF4V1","Platelet Factor 4 Variant 1","Protein Coding","P10720","45","GC04P073853","2.00719141960144","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PF4V1"
"DOK4","Docking Protein 4","Protein Coding","Q8TEW6","44","GC16M057505","2.00135350227356","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DOK4"
"SLK","STE20 Like Kinase","Protein Coding","Q9H2G2","51","GC10P103967","2.00124144554138","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLK"
"RAB3IP","RAB3A Interacting Protein","Protein Coding","Q96QF0","46","GC12P069738","1.99923729896545","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAB3IP"
"GPR17","G Protein-Coupled Receptor 17","Protein Coding","Q13304","46","GC02P127645","1.99819159507751","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPR17"
"UPP2","Uridine Phosphorylase 2","Protein Coding","O95045","43","GC02P157876","1.99609518051147","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UPP2"
"GFPT2","Glutamine-Fructose-6-Phosphate Transaminase 2","Protein Coding","O94808","47","GC05M180300","1.99514555931091","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GFPT2"
"LOC109611593","RUNX2 P1 Promoter Region","Functional Element","","3","GC06P137893","1.99123764038086","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC109611593"
"CLASRP","CLK4 Associating Serine/Arginine Rich Protein","Protein Coding","Q8N2M8","41","GC19P045039","1.98907196521759","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLASRP"
"ALKBH3","AlkB Homolog 3, Alpha-Ketoglutarate Dependent Dioxygenase","Protein Coding","Q96Q83","46","GC11P044002","1.98894476890564","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALKBH3"
"MTG1","Mitochondrial Ribosome Associated GTPase 1","Protein Coding","Q9BT17","42","GC10P133394","1.98878979682922","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTG1"
"ACOT4","Acyl-CoA Thioesterase 4","Protein Coding","Q8N9L9","39","GC14P073592","1.98821616172791","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACOT4"
"DUSP22","Dual Specificity Phosphatase 22","Protein Coding","Q9NRW4","44","GC06P000716","1.98763597011566","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DUSP22"
"LCLAT1","Lysocardiolipin Acyltransferase 1","Protein Coding","Q6UWP7","44","GC02P030447","1.98273992538452","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LCLAT1"
"HRNR","Hornerin","Protein Coding","Q86YZ3","43","GC01M152212","1.97496891021729","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HRNR"
"TRL-TAG1-1","TRNA-Leu (Anticodon TAG) 1-1","RNA Gene","","11","GC17M074895","1.9735426902771","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRL-TAG1-1"
"GSDMC","Gasdermin C","Protein Coding","Q9BYG8","40","GC08M129705","1.97349071502686","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GSDMC"
"MIR1973","MicroRNA 1973","RNA Gene","","11","GC04P116299","1.97172212600708","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR1973"
"NYNRIN","NYN Domain And Retroviral Integrase Containing","Protein Coding","Q9P2P1","38","GC14P045964","1.96837973594666","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NYNRIN"
"BEX3","Brain Expressed X-Linked 3","Protein Coding","Q00994","37","GC0XP103673","1.96766567230225","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BEX3"
"PRXL2A","Peroxiredoxin Like 2A","Protein Coding","Q9BRX8","41","GC10P112439","1.96315371990204","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRXL2A"
"MCOLN3","Mucolipin TRP Cation Channel 3","Protein Coding","Q8TDD5","47","GC01M085019","1.96314346790314","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MCOLN3"
